,0
474,"['Police have been searching for undocumented Afghan nationals across Pakistan', ""In the shaky mobile phone footage, women's voices can be heard panicking. The camera moves in and out of focus, positioned through a crack in a door frame. "", 'Across the yard, Pakistani police are outside a property, looking for undocumented foreigners. The officers flip through papers as several men sit expectantly inside. ', 'Then the video cuts out. ', 'Across Pakistan, unannounced arrivals of police are becoming increasingly common in a crackdown on hundreds of thousands of foreigners who do not have the right documents to stay. ', 'The vast majority affected are Afghans, who now face the threat of deportation.', 'Some 400,000 people have crossed from Pakistan to Afghanistan in the last two months', 'Many have reason to be fearful of returning to their country, after the Taliban seized power in 2021.', 'They include journalists and human rights activists, members of the LGBT community, contractors who worked for US-led forces or the Afghan military, and women and girls who can no longer receive an education in their country. ', 'But the raid in the footage the BBC was sent by the family who filmed it, was targeting an area in Pakistan known for a particular ethnic group - the Hazara. Predominantly Shia Muslims, they have long been persecuted by Sunni extremists.', 'Members of these two branches of Islam share many beliefs but differ on many other aspects of religion - and the sectarian divide has torn communities apart over the years. Out of fear of persecution in Afghanistan, external, many Hazaras decided to cross the border to Pakistan. ', '""Life under the Taliban felt like a prison, they didn\'t see us as Muslim, they called us infidels. We never felt safe with them,"" Shakeba, a 17-year-old Hazara from Afghanistan, told the BBC. She arrived in Pakistan in early 2022.  ', 'Shakeba spoke to the BBC on condition that we protect her identity', ""Shakeba has seen police raids on her neighbourhood but so far they haven't been to her house. "", ""She's terrified that she or her family will be picked up if they leave its four walls - they've been in hiding for the last three weeks."", '""Our faces look different. Even if we wear Pakistani clothes, we are easily identifiable. They identify us and shout \'Afghani, Afghani!\'."" ', ""Hazaras are of ethnically Mongolian and Central Asian descent; their features differentiate them from much of Pakistan and Afghanistan's populations."", ""Like other Afghans in this article, Shakeba's name has been changed to protect her identity."", 'Afghans make up almost all of the estimated 1.7 million foreigners that Pakistan says have no right to live in the country.', 'Its move to expel undocumented foreigners came after tensions soared following a spike in cross-border attacks. Islamabad blames them on Afghanistan-based militants, a claim the Taliban government in Kabul denies.', 'In the last two months, more than 400,000 people have crossed from Pakistan to Afghanistan. ', 'A highly uncertain future awaits them - some are staying in camps, others have set off across the country to start life again, often taking little with them as winter approaches.', 'Some Afghans are staying in tents since returning - others have gone overland to try to rebuild their lives', 'Many new arrivals from Afghanistan since 2021 have faced long delays securing any form of formal documentation in Pakistan, including those with refugee claims. This left them with two main options when the new policy was announced - leave and take their chances back home in Afghanistan or stay and risk the knock on the door from the police. ', 'Afghans in UK visa limbo as Pakistan vows to expel migrants', 'Pakistan orders 1.7 million Afghans out of country', 'For Shakeba, there was no hesitation.', '""It wasn\'t a decision,"" she says. She and her family arrived in Pakistan after they received multiple threats to their lives, she says. ""I said to my family, we will stay here until they force us to go back. It is not a place for Hazaras, it is better to be here and pray for our luck.""', 'Fida Ali, another Hazara, said: ""Of course there is radicalism in Pakistan, but Afghanistan is on a completely different level.""', 'A former teacher, he arrived in Pakistan just over two years ago, soon after the Taliban seized power as foreign forces evacuated. ""When the internationally supported government collapsed, so did many of the institutions we were working for. The second reason for leaving is that as a minority, we were a number one target.""', 'For Hazaras, Pakistan has not always felt like the safer alternative to its neighbour, but when the Taliban retook power many joined huge numbers of Afghans who fled over the border.', 'The Hazara people traditionally live in the mountainous central belt of Afghanistan', '""Yes, Hazaras face persecution in Pakistan but many feel that they are being brought back to the slaughter house if they return to Afghanistan,"" says Jalila Haider, a lawyer and human rights activist.', 'She is a Pakistani Hazara and has been offering legal aid to many who have been arrested and threatened with deportation in the last few weeks. She explains that there is a significant lack of trust between the Hazaras and the Taliban because of recent history. ', 'Shakeba says this led to a real fear. ', '""We were scared of the Taliban, that they might kill us like they did before,"" she told the BBC. ', 'When the Taliban were last in power from 1996-2001, Hazara fighters fought against them. Hazaras were killed in their thousands by the Taliban, according to Human Rights Watch who accuse the Taliban of carrying out massacres at Mazar-i-Sharif in August 1998, Yakaolang in 2001 and Robak in May 2000, not distinguishing between combatants and civilians.', 'A Taliban spokesperson said this was not true, and that these deaths were part of armed conflict, with casualties on both sides.', 'Amnesty International says it has documented instances of torture and executions of Hazaras since the Taliban returned to power. The Taliban government denies these accusations too. Hazaras are also regularly the target of militant groups such as so-called Islamic State.', 'Taliban spokesperson Suhail Shaheen said the Pakistan policy of deporting so many Afghans in the run-up to winter is ""an attempt to put pressure on the young Islamic government in Kabul"". ', '""We welcome Afghan refugees of all ethnicities including Hazara to return to their country. And we assure them that their life, property and honour is protected and they can lead a normal life in Afghanistan,"" he told the BBC. ', 'Fida Ali says Hazaras are accused by the Taliban of supporting the US and its allies in Afghanistan', ""Pakistan's caretaker Prime Minister Anwaar-ul-Haq Kakar has promised that at-risk individuals will not be sent back.  "", '""The database of such individuals is with the Ministry of Interior,"" he told Arab News in a recent interview, external. ', 'How such individuals are identified is unclear and the ministry did not respond to a BBC request for comment. No list has been made public. Pakistan\'s Commissioner for Afghan refugees Abbas Khan has also said any suggestion Hazaras were harassed by police was ""fabricated"".', 'But Ms Haider says she has seen many people go into hiding. ', '""In towns, I have seen many of the shops and businesses run by Hazaras and other Afghans closed because they are afraid. I fear it will create another human tragedy. How will they eat?', '""There is no mercy for the Hazaras. There is a very low chance they can get jobs or opportunities in Afghanistan. They face the challenges many other Afghans face, but more intense because of their ethnic group.""', 'Under the previous Afghan government, Hazaras found new opportunities. ', 'In 2004, they were formally recognised as citizens. Many took more prominent positions in civil society, government and the military. ', '""There is no doubt that within the last two decades, the Hazara people were supportive of the process,"" Fida Ali says of the government the Taliban unseated. ', '""Now that means we are accused of supporting the allies. It is another factor that means we face extreme danger.""', ""Baqir and his family have been in Pakistan for two years - he says they can't go back"", 'All the Hazaras the BBC spoke to show the same frustration, fear and hopelessness. ', 'Baqir, who worked with the military and government in Afghanistan, is laying low with his family. They arrived in Pakistan about two years ago and he says returning would be ""like playing with my life"".', '""We can\'t go back to our own country, maybe death will be awaiting us there; and here no-one hears our voice - we are totally lost!"" ', 'With no documents, no certainty and no recognition as refugees, all say they can only wait and hope. ', '""We really don\'t know where to go or what to do,"" Shakeba says. ""We have lost everything. The dreams I have for my life are all gone."" ', 'This video can not be played', 'Watch: Bulldozers tear down Afghan houses in Islamabad']"
475,"['Volunteers in Thatcham and Newbury have been working with asylum seekers and refugees for the past two years', 'At a glance', 'A charity says more than 100 refugees and asylum seekers are being moved away from a community they have lived in for two years', 'The Home Office is ending its use of the Regency Park Hotel in Thatcham a week before Christmas', 'Volunteers supporting the residents said the decision was ""cruel and heartless""', 'Some asylum seekers are being moved to the Bibby Stockholm barge', 'The decision to move more than 100 refugees and asylum seekers out of their community the week before Christmas has been branded ""heartless"" by charity volunteers. ', 'People ordered to leave the Regency Park Hotel in Thatcham, Berkshire, by 15 December told the BBC they had spent the past two years settling into the area. ', 'Volunteers from West Berkshire Action for Refugees (WBAR) said the move was ""cruel"" and that they would be missed ""dearly"". ', 'The Home Office said it was part of its work to end the use of hotels, ""which are costing UK taxpayers £8.2m a day"".', 'Karen Reeves, lead volunteer for WBAR, said they had befriended the refugees and asylum seekers, and were able to learn their ""real story rather than the political story"".', '""They don\'t have two heads, they\'re very real people with real issues,"" she said. ', 'The hotel has become like a home for many of the asylum seekers', 'Ms Reeves said the people she worked with came to live in the hotel after fleeing places of corruption, persecution and war. ', 'Fardin, an asylum seeker from Iran, said he ""felt so alone"" when he arrived in the UK but, with the support of the volunteers, the hotel became ""like a big family"". ', 'He described Ms Reeves as ""the mother of this family"".', 'Daniel, an asylum seeker from Russia, explained that coming to the UK was ""so difficult"" as he did not know anyone or understand the culture.', 'He spent July to November feeling isolated in his hotel room.', ""But, with charity's help, he said he was able to make friends and navigate the application process for indefinite leave to remain."", 'Carmen was a doctor before she arrived in the UK', 'Carmen, a hotel resident who has recently been granted leave to remain, said she felt grateful for the ""physical and mental support"" she received since arriving in Thatcham.', 'She was a doctor in her home country but has not yet been able to convert her qualifications and so cannot practice in the UK.', '""We\'ve got teachers, a doctor, town planners"", Ms Reeves said. ', '“They’re reliable and respectful and really highly motivated to work.""', 'Charity volunteer Ian Freeland said: “A lot of people will think that they don’t bring an awful lot to the community but in fact what they’ve brought is huge.', '""We\'re going to miss them like mad.""', 'The charity set up a weekly event where residents cook each other dishes from their homelands ', 'Volunteers have helped them to find alternative work and study towards qualifications recognised in the UK.', 'Ms Reeves highlighted the importance of education and integration as ""they\'ve spent two years sitting in a hotel with nothing to do"".', 'One initiative the charity helped organise is Global Kitchen - a volunteer-run weekly social, where refugees and asylum seekers are able to cook and share dishes from their home countries.', 'With the support of the charity, residents of the hotel have been able to take food hygiene qualifications. ', '""For them, it\'s a way to share a meal with us and say thank you"", Ms Reeves said.', 'At the hotel, cooking is not permitted and meals are provided through Home Office funding. The Home office has said all asylum seekers in hotels are provided with full board accommodation.', 'Volunteers at Global Kitchen criticised the lack of cooking facilities and said they felt it was important “to share a decent meal that doesn’t come from a takeaway container with a plastic knife and fork at the hotel”.', 'Carmen said her and the others at the hotel were ""nostalgic about our home recipes.""', 'Karen Reeves (right) has supported many refugees in her area, including Fatimah, who was recently housed ', 'Many of the hotel residents have not been informed where they will go next.', '“The one thing about working with refugees and asylum seekers is that we always have to adapt,” Ms Reeves said.', '""We do think it\'s incredibly cruel - a lot of these guys have been here for nearly two years, having built up a network here where they might be able to find jobs and housing and things like that. ', '""They\'re going to be up-rooted and moved to what could be 200 miles away where they know nobody.""', 'To ease the stress of their moves, WBAR organised a suitcase appeal that received an overwhelming response from the community of almost 300 suitcases. ', ""Some of the hotel's residents have already been notified they will be moved to the Bibby Stockholm migrant accommodation barge in Dorset or to military barracks."", 'Volunteer Kate Dempsie said she felt ""dreadful"" for residents.', '“They\'re numbers to the government, to us, they\'re people,"" she added. ', ""Ending the use of hotels is seen as a key part of the government's strategy to deter migrants from arriving on Britain's shores in small boats. "", 'Ministers have said it would help cut the cost of housing asylum seekers in hotels while their claims are processed.', 'A Home Office spokesperson said: “We will work closely with accommodation providers and local authorities to manage the exit process in a way which limits the impact on partners and service users alike.”']"
476,"['Life Cycle Derby has been upcycling bikes since 2016', 'A charity in Derby has launched a fundraiser so it can upcycle 150 bicycles and donate them to refugees living in the city.', 'Life Cycle takes unwanted bikes and teaches prisoners, former offenders and volunteers in the community the skills to refurbish them.', 'The charity, which operates in Derby, said it hopes to fund the expansion of its workshop and train more volunteers.', 'An online appeal hopes to raise £50,000 to pay for the project. ', 'Staff and volunteers at the Life Cycle Derby project stop about 400 bikes from going into landfill each year, the charity said.', 'It said donating a bike can help people ""escape transport poverty"".', 'The charity wants to buy new tools and buy extra parts so it can fix more bikes', 'Kitty Rowe, who works for Life Cycle Derby, said: ""We provide affordable refurbished bikes to the public however, for refugees surviving on just £47.39 per week, even a second-hand bike is beyond their budget.', '""In times of increasing cost-of-living and deteriorating mental health, cycling can be a lifeline for refugees. ', '""With a free mode of transport, they are empowered to move around the city whenever they want, and better able to access services that teach life skills, offer advice, provide training, and job opportunities.', '""All things that help them to settle into - and feel part of - their new community.""', 'As part of the project, the charity also aims to enhance its ""bike kitchen"" where refugees can benefit from free bike repairs.', 'The British Red Cross and Derbyshire Refugee Solidarity Group will help the charity distribute bikes to refugees.', 'The appeal, which was launched on the Crowdfunder website, runs until Wednesday and hopes to raise £50,000. ']"
477,"['This video can not be played', 'The Al-Nuseirat Camp is a built-up area in central Gaza, established for Palestinian refugees after 1948. Airstrikes have destroyed buildings in the camp area, killing residents.']"
478,"['Some refugees have been waiting in Pakistan for more than a year, according to charities', ""Afghan refugees who had helped British forces are now able to live in some of Wiltshire's empty military accommodation."", 'Around 40 families will settle for three years, while dozens of others will stay a matter of weeks.', 'The Ministry of Defence (MoD) has been under pressure to review its estimated 1,350 empty homes in the county.', ""They are no longer used by service families, after the Army's basing restructure."", 'Wiltshire Council\'s leader, Richard Clewer told the BBC he was ""delighted"" that refugees from Afghanistan will be settling in some of the housing for three years.', 'The council had argued before that the MOD should open up some of its empty housing for Afghan refugees.', 'Richard Clewer said Wiltshire Council wants to do as much as it can to help Afghan refugees', 'He said he understood that around 41 families were settling into military homes spread across Wiltshire, although the exact number was yet to be finalised.', 'Meanwhile, another scheme for the temporary transition accommodation would see about 80 service homes, many across Larkhill and Shrivenham, used for new arrivals for between six to eight weeks to avoid use of hotels.', 'It comes as more Afghans are being relocated, mostly from Pakistan, where many were promised UK visas after working with or for the UK before the Taliban took over two years ago.', 'It meant those who worked with Western forces became targets and people were desperate to get onto the crowded evacuation planes.', 'Operation Pitting saw around 15,000 people evacuated from the Afghan capital Kabul', 'Two years ago, Western forces pulled out of Afghanistan after 20 years.', 'The Taliban, the extremely hard line Islamist group who had been kept at bay, rapidly took over the country and now run the government.', ""People there who'd been seen to be helping Western forces in the country, then became targets for reprisals.  "", 'For those who had helped the UK, like translators for soldiers, or teachers with the British Council, the government promised them sanctuary in the country.', ""Those who'd been able to get to the UK were put up in hotels here, but others have been stuck, only managing to get across the border to Pakistan."", 'Pakistan was threatening to deport these people back, so recently more planes have taken off to bring people to the UK. ', 'Larkhill is well-known as a military area in Wiltshire and is one of the places families will be staying', 'Mr Clewer said the council had been ""pushing really hard for [the homes] to be used in any way possible"".', '""I think there\'s been a willingness from government to say we need to sort this out. There\'s no point in having backlogs of Afghans in hotels, or stuck waiting to get to the UK when we\'ve accepted we have a responsibility,"" he added.', 'Conservative MP for Devizes Danny Kruger has also been vocal about using the empty housing.', 'He said he was ""very pleased that a number of Afghan families have been able to leave Pakistan and move into safety within my constituency"". ', 'A Ministry of Defence spokesperson said they are ""honouring our commitment to those brave Afghans that supported the UK mission"".', '""So far, we have brought around 24,600 people to safety from Afghanistan, including thousands of deserving Afghans eligible for our Afghan resettlement schemes."" ', '""To ensure families can begin a settled life in the UK as quickly as possible, the UK Government is offering transitional and settled accommodation from the Defence Estate, including at Larkhill and Shrivenham.""', 'Most support for refugees in Wiltshire will come from the MoD, with Wiltshire Council providing help with schooling, language and NHS registration.']"
479,"[""Textile paintings depict refugees' washed up personal belongings"", 'Art depicting personal possessions belonging to refugees recovered after migrant ships sunk in the Mediterranean will be put on display.', 'The paintings feature objects such as photographs and a passport retrieved from the seabed. ', 'They form part of an exhibition by artist Shezad Dawood called Leviathan at Salisbury Cathedral.', 'The artist said they are tribute to ""lives lost and those that were saved, prompting visitors to consider how we can find new reserves of empathy and think about ourselves as one humanity"".', 'This sculpture is placed within the 1215 Magna Carta exhibition space', 'The exhibition features a mix of paintings, textiles, video and sculptures, including a piece titled Where do we go now?', 'Encouraging visitors to consider the legacy of Magna Carta and the rights and freedoms of refugees, one sculpture, depicts sailors on a small boat encountering a whale, which represents the state.', 'Threatening to destroy the vessel, the whale prompts the sailors to throw a barrel overboard to distract it, representing their labour.', ""A small sculpture that references Herman Melville's Moby Dick"", 'The exhibition also features short films by Mr Dawood, which are set in the Brazilian Atlantic Forest and explore ways in which all beings and the earth are connected.', 'The exhibition invites people to explores the interaction between migration, mental health, and climate change through the films, paintings, textiles, video and sculpture. ', 'Mr Dawood said: ""We need to have empathy not just for other people living in our world but also for the vast array of animal and plant life who are victims of the way we treat our world.""', 'The exhibition will run until 3 February.', ""The work 'AnthropoPangaea' hangs in the cathedral's North Transept"", '.']"
480,"['Ms Demchenko was presented with her award by WECA mayor Dan Norris (left)', 'A Ukrainian refugee has been given an award for her translation work. ', ""Khrystyna Demchenko, 35, based in Bristol, received the Workers' Educational Association (WEA) Academic Excellence Award at an event on 22 November."", 'Ms Demchenko came to Britain on the Homes for Ukraine scheme after leaving her home in Kyiv.', 'She said: ""The right to translation should be one of the most important human rights.""', 'Ms Demchenko speaks English, German and Ukrainian fluently so she volunteered for the Respond Crisis Translation charity. ', 'She took part in a 12-week community-interpretation course with WEA before taking on her new role.', 'Since finishing the course she has been helping Ukrainian and Belarussian  refugees.', '""I learnt that I shouldn\'t summarise things, but should translate as accurately as possible - even one word can matter for a doctor or immigration officer,"" she explained.', ""The Worker's Educational Association was founded in 1903 and this year marks the 120th anniversary of the organisation."", 'She was presented the award by Mayor Dan Norris, who heads up the West of England Combined Authority (Weca).', 'He said: ""Khrystyna\'s story shines a spotlight on the valuable contribution they make each and everyday to our communities and our West of England region.""']"
481,"['Leaflets have been distributed to residents in Crediton', 'A town is looking for 10 new families to host Ukrainian refugees.', 'Crediton, in Devon, is already home to about 40 refugee families, including several from Ukraine.', 'Jennie Ford is the organiser of a conversation café in the town, which allows residents and refugees to catch-up and connect. ', 'Ms Ford and the Ukrainian refugee living at her home have created a leaflet, which has been distributed to thousands of households, in a bid to attract more hosts. ', 'Jennie Ford is the organiser of a conversation café in the town', 'Ms Ford said hosting was ""much more straightforward than it was 18 months ago when we started this journey"".', 'She said: ""We want to remind people that people [from Ukraine] are still wanting to come and we hope our leaflet will help with that."" ', 'Mr Chevalier believes the scheme is a great idea', 'Michael Chevalier, a Crediton resident, said: ""I got the leaflet through the door last Monday and within a week I\'d found someone.', '""I thought, I\'ve got a room to spare and look at the state of the world, this is something I can do literally on my doorstep.""', 'Nadiia now lives with her mother in Crediton after fleeing Ukraine', 'Nadiia and her mother left their hometown of Mariupol, Ukraine, at the beginning of April.', 'She said: ""Our home is destroyed. Our city is destroyed. Our city is dead.', '""We came here [Crediton] to start a new life ... so we will build it here.""', 'Devon County Council has a dedicated webpage, external to help support hosts and refugees.']"
482,"['Pakistan is charging an exit fee to people who arrived without a visa.', 'Pakistan has confirmed that it is charging an $830 fee to undocumented refugees who want to leave the country.', 'The exit fee applies to people who arrived without a visa.', 'In October Pakistan announced that it would deport 1.7 million undocumented foreigners from the country if they did not leave by 1 November.', 'Most are Afghans, including hundreds of thousands of people who fled Afghanistan when the Taliban retook power in 2021.', 'Those who have expired visas will be charged depending on how long they have overstayed. ', 'An exit fee does not apply to anyone travelling back to Afghanistan.', 'Many Afghans who arrived in Pakistan when Kabul fell to the Taliban have faced delays getting documentation, according to groups like Amnesty International.', 'Pakistan is not a party to the Refugee Convention and has said it does not recognise any of the Afghans living in its borders as refugees. ', 'A senior diplomat in Pakistan told the BBC that the fee was particularly worrying when it was being applied to people who were being relocated on humanitarian grounds. ', '""In many countries, if you overstay your visa you have to pay or you get booted out,"" they said. ', '""The problem is charging those we are taking on humanitarian visas. Not necessarily the people we are taking because they worked for us, but who UNHCR sees as having a humanitarian need. It sets a very bad precedent."" ', ""The diplomat said that there had been some early indication that the government could be reviewing the policy, which they said they're encouraging. "", 'The Pakistan authorities did not discuss the possibility of a review with the BBC.  ', 'The UNHCR told the BBC it is trying to ""resolve the issue"". ', '""We are advocating for the authorities to exempt refugees from these requirements. ', '""The Government and people of Pakistan have a commendable, decades-long history of providing asylum and protection to Afghan refugees, this needs to continue.""', 'A spokesperson for the country\'s Ministry of Foreign Affairs said ""Pakistani laws, like the immigration laws in other countries including the United Kingdom, have fines and punishments for individuals who overstay their visas or are in violation of immigration laws. ', '""Any fines that Pakistan has imposed or will impose are in conformity with our laws.""']"
483,"['Unite Through Football: Refugees project relaunched for a second successive season on Monday', 'At a glance', 'A project to help refugees play football has been relaunched by the Surrey FA', 'More than 200 players from 35 different countries took part in last year’s inaugural scheme', 'Unite Through Football: Refugees enables men and women across the South East to play football', 'A project to help enable refugees play football has been relaunched by the Surrey Football Association. ', 'The project, titled Unite Through Football: Refugees, provides an opportunity for men and women across the south-east of England to play football and connect with local communities.', 'More than 200 players from 35 different countries took part in last year’s inaugural scheme. ', 'Surrey FA chief executive, Sally Lockyer, said the project boosted the refugees’ physical and mental health.', 'The league format of the project sees monthly fixtures being played, and provides kits, boots and prayer facilities to players. ', 'At a launch event at Meadowbank Football Ground in Dorking, Ms Lockyer said: ""We’ve seen a growing population of refugees within the South East, and we want to create opportunities for them to play football, boost their mental health and connect with the local community.', '“Not only does the project help them to build positive relationships within their local community, but it also provides structure, support and social opportunities, which are hugely important for people who have been displaced, often in very traumatic circumstances.""', 'The scheme was first launched in September last year in collaboration with accommodation provider SBHL and Surrey Police. ', 'Anwar Uddin MBE, diversity and inclusion manager at the FA and former professional footballer, said: ""It’s wonderful to witness the sustained success of the project, enabling it to offer football opportunities to the refugee community for a second consecutive season.', '“These sessions play a crucial role in fostering integration between the participants and the wider community, while providing activities that positively impact their mental and physical wellbeing.""']"
484,"['Thousands of those displaced from the north have been packed into schools like this one in Deir al-Balah', 'Washing in polluted seawater, sleeping in packed tents, eating what little bread they can find, or on some days none at all. In southern Gaza, hundreds of thousands of refugees are in the midst of a humanitarian crisis that is deepening by the hour and pushing every possible safety net to the brink.', ""The refugees are coming from Gaza's north, fleeing Israel's bombing campaign. They stream down the Salah al-Din road, which connects north to south, many thousands on foot, some with a few possessions but most bearing only their children and the clothes on their backs."", 'A young girl holds an improvised white flag as her family, heading south, stops to rest on the Salah al-Din road', 'Tens of thousands have stopped in Deir al-Balah, a central Gazan city in the supposed safe zone which has been plunged into crisis by the influx. The refugees in Deir al-Balah are crammed into school buildings hastily repurposed as UN shelters, up to 70 people in a single classroom, surrounded by food waste and swarmed by flies.', '""If you want to speak about space, we sleep on our sides because there is not even enough room to lie on our backs,"" said Hassan Abu Rashed, a 29-year-old blacksmith who fled with his family from Jabalia in Gaza City.', '""If you want to speak about food, we hope we will find a few slices of bread per day to eat. If you want to speak about health, the sewage system in the school is broken. If you want to speak about diseases, there is chickenpox, scabies, and lice here. If you want to speak about our condition, we are desperate.""', 'Hundreds of thousands have streamed down the Salah al-Did road on foot, fleeing the bombing further north', 'At the gate of one school in Deir al-Balah, Khaled Filfel, a 42-year-old father, was alone and stressed over a very specific need. ""My 21-year-old daughter is disabled and I cannot get any nappies for her,"" he said. On top of that, he said, the pair had not been able to find drinking water or food so far that day.', 'There were two saving graces for Filfel, though. The first was that his wife and six other children happened to be out of Gaza when Hamas attacked Israel. The second was that someone had seen his daughter at the school that morning and offered them a room in a family home nearby. ""Because of my daughter\'s condition they offered us shelter,"" Filfel said. ""Some people here are looking out for each other.""', ""Before the beginning of this war, the UN's refugee agency, Unwra, had contingency planning in place to house 1,500 displaced people in each school, the agency's Gaza director, Thomas White, told the BBC. The average school-turned-shelter is now housing 6,000 people - a total of 670,000 people across 94 shelters in the south."", 'With no room left inside, many refugees are living in makeshift lean-tos', '""We have been overwhelmed by the numbers,"" White said. ""There are people everywhere. The sanitation is overwhelmed, we\'re averaging about 125 people per toilet, about 700 per shower unit. You can feel the humidity of so many people crammed into these schools, you can smell the mass of humanity.""', 'To escape the teeming classrooms and courtyards at the school in Deir al-Balah, some of its new residents take the short walk down to the beach front and spend the daylight hours there. ', 'On Saturday morning, a young family was washing themselves and their clothes in the sea, trying to avoid the rubbish floating on the water and strewn on the sand. When they were done, they hung their clothes up under the sun. They had been in Deir al-Balah for three weeks. ', '""You could say that we have gone back to the dark ages,"" said the father, Mahmoud al-Motawag, 30. ""We use the sea for everything,"" he said. ""To wash ourselves, to wash our clothes, to clean our kitchen utensils, and now to drink when we cannot find clean water. We eat just one meal each per day, and we beg the fishermen to give us one or two fishes for the children.""', 'Mahmoud al-Motawag and his wife Duaa and their children, waiting for their clothes to dry on the beach in Deir al-Balah', 'Mahmoud, a farm worker from Jabalia, said his family had fled the bombing. He was sitting next to his two children, a boy and girl aged four and two, and his wife Duaa. The family spent all day at the beach, Mahmoud said, partly to wait for their clothes to dry but mostly to avoid for as long as they could returning to the baking hot tent on the school grounds that had become their temporary home along with 50 others.', 'As he spoke, Duaa, aged just 20, rested a hand on her large baby bump. She was due to give birth in a month, she said. With the local hospital already on its knees, she wondered if she might be forced to deliver at the dirty, overcrowded school. ', '""I am afraid,"" Duaa said. ""I am afraid that the birth will take a long time, I am afraid for my baby, I am afraid that there will be no clothes or blankets. Everything was planned for the birth, and then everything changed.""', 'Duaa Filfel, who is eight months pregnant, with her son. ""I am afraid for my baby,"" she said', 'For now, there was the daily strain of simply being a refugee while eight months pregnant. ""I have this physical and mental fatigue,"" Duaa said. ""My children are small and we have to stand in a queue for the toilets for 15 to 30 minutes. I have pain from washing and sitting for a long time by the sea. It doesn\'t go away.""', 'Even if Duaa could reach the hospital in Deir al-Balah, it would not be a guarantee of a safe and comfortable birth. The Al-Aqsa hospital, like others across the Gaza Strip, is on its knees. As the refugees move south, so has the Israeli bombing, levelling buildings in residential areas of Deir al-Balah and sending dozens of badly wounded there.', 'Follow live: Latest updates', ""From Gaza: G'Most of the children in my family photo are dead'"", 'From Israel: How much closer is Israel to its goal in Gaza?', 'Explained: The faces of hostages taken from Israel', 'History behind the story: The Israel-Palestinian conflict', 'Khalil al-Duqran, a 55-year-old emergency doctor who has worked at the Al-Aqsa for 20 years, was on the phone to the BBC when the wounded from a strike on Salah al-Din road started to arrive. ', '""They are coming now, hundreds of injured people, dozens have injuries in the head and limbs,"" he shouted, over sounds of chaos in the background. ""This is a massacre of our people.""', 'Dr Khalil al-Duqran attends to a boy with two badly wounded arms at Al-Aqsa hospital on Saturday', 'Al-Duqran apologised and hung up. Later, when the chaos had died down, he called back, sounding shattered. ""This is the hardest war that I have seen in my 20 years,"" he said. ""Every day the wounded and the dead arrive by the dozens or hundreds. Children come with amputated limbs, upper and lower. They have severe head wounds.""', 'Like other hospitals across Gaza, the Al-Aqsa was running low on almost everything it needed to function. ""We are making beds from wooden pallets, we are missing nearly 90% of medicines,"" Al-Duqran said. ""Everything from operation room trays to fraction fixing devices have run out, and in the ICU we will lose patients soon because we can simply no longer keep them alive.""', 'A mother fleeing with her child on the Salah al-Din road, which was bombed on Friday', ""As Israel's air and land attack on northern Gaza intensifies, people continue to flow down the Salah al-Din road into Deir al-Balah and all cities of central and southern Gaza. "", 'But at many of the school shelters, there is no longer room. So refugees are building ramshackle lean-tos against the sides of the buildings, keen to be positioned as close as possible to a UN flag in the hope of protection from an air strike, but open to the elements as the weather worsens.', '""People are living increasingly out in the open,"" said Thomas White, the Unrwa Gaza director. ""Right now its remarkably warm for November, but by Wednesday we are expecting the cold weather to come through,"" he said. ""People are going to be seriously exposed.""', 'A young boy stares out from a shelter in a school in Khan Younis, southern Gaza', 'Every shop that was providing food to Gazans under a World Food Programme assistance scheme ran out of basic supplies on Friday, WFP spokeswoman Alia Zaki told the BBC. Bakeries have no gas to make bread, she said, and there was a potential wave of malnutrition in the making in Deir al-Balah and across Gaza.', '""People are not eating enough to be healthy so their immune systems are weakened,"" Zaki said. ""They are queuing for five or six hours for bread and coming back empty handed.""', 'At the beach in Deir al-Balah on Saturday, this was the unwelcome prospect facing Mahmoud and Duaa. They were preparing mentally to leave the relative haven of the waterfront to go in search of bread.', '""We could be waiting many hours, only to find the bakeries are closed again and we will have nothing again for our children,"" Mahmoud said.', '""Our ancestors\' lives were war and our lives have been war,"" he said, wearily. ""And now the war has caught up with our children, too.""', 'Muath al-Khatib contributed to this report.']"
